Animal,DOB,Date,Sex,BW,Genotype,pain,trial,data,,Housing,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,1,Reading: 1.27 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,eading: 1.92 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.66 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.38 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.29 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.15 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 0.93 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.02 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.05 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.01 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 0.89 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 0.64 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 0.42 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.31 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 6.89 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 1.35 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: -7.81 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: -15.02 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: -5.45 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 3.28 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 3.31 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 3.11 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 2.61 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 2.27 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,2,Reading: 2.11 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: 0.27 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: 0.16 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: 0.03 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.03 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.10 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.38 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.51 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.55 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.74 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -1.10 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -4.86 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -11.77 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -13.19 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -11.83 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -10.95 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -12.37 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -12.59 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -16.75 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -20.46 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -8.49 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -1.52 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -1.08 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.46 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.15 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.23 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.29 grams,,normal,,,,,,,,,,,,,
HWM3,,8.14.19,M,24.2,FLD,no,3,Reading: -0.33 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.46 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.49 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.45 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.47 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.21 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.02 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.07 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.11 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 0.06 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -0.08 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -0.28 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -0.42 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -0.54 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -1.31 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -1.45 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -1.82 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -18.44 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -75.93 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -72.61 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: -4.11 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 2.14 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 1.66 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,1,Reading: 1.39 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -1.71 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.02 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.06 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.21 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.52 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.78 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.91 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -3.06 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -3.26 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -3.29 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -3.62 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -4.07 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -8.27 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -26.84 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -57.91 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -115.49 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -153.42 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -60.68 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -6.80 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -2.64 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -1.48 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -0.67 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: -0.13 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: 0.30 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,2,Reading: 0.71 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.57 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.62 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.67 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.57 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.57 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.53 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.57 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -0.87 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.17 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.38 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.47 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.55 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.69 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -1.85 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -2.20 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -7.12 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -23.09 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -37.77 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -78.77 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -77.09 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: -8.10 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 2.14 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 2.36 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 2.33 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 2.12 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 1.94 grams,,normal,,,,,,,,,,,,,
HWM4,,8.14.19,M,35.9,C57BL/6,no,3,Reading: 1.79 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.00 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.19 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.04 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.16 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.36 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.18 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.06 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: 0.06 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.03 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.17 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.27 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.61 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -2.95 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -6.05 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -9.23 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -20.19 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -33.94 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -11.53 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.37 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.23 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.34 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.35 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,1,Reading: -0.25 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.59 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.79 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.58 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.33 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.31 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.26 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.15 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 3.07 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 2.97 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 0.59 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -5.59 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -5.92 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -9.95 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -11.18 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -6.81 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -5.75 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -2.00 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -5.33 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -19.15 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -38.05 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: -8.76 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 4.87 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 4.04 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 4.11 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,2,Reading: 4.14 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.25 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.01 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.06 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.11 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.05 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.24 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.26 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.16 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.15 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.20 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -0.27 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -1.30 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -6.52 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -10.75 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -14.62 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -23.86 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -17.33 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: -1.23 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 1.71 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 1.42 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 1.33 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 1.21 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 1.08 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.94 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.90 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.92 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.92 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.89 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.91 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.85 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.81 grams,,normal,,,,,,,,,,,,,
HWM5,,8.14.19,M,19,FLD,no,3,Reading: 0.81 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.53 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.42 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.64 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.70 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.73 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -0.99 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -1.15 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -1.24 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -1.17 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -1.04 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -1.21 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -3.81 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -15.06 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -25.25 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -50.79 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -76.21 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: -16.96 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: 2.59 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: 2.92 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: 2.94 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: 2.51 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,1,Reading: 2.19 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 4.11 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.69 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.55 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.27 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 2.57 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 1.96 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 1.66 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 1.54 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 1.32 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -1.55 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -12.03 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -36.65 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -78.49 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -121.19 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: -45.23 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.30 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 4.41 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.84 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 3.26 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 2.73 grams,,normal,,,,,,,,,,,,,
HWM6,,8.14.19,M,28.8,C57BL/6,no,2,Reading: 2.34 grams,,normal,,,,,,,,,,,,,
